Date,MAXtemp(F),MINtemp(F),AVGtemp(F),Percipitation,Snow,Avgwindspeed(mph),MaxWindSpeed(mph)
11/01/11,50,32,41,0.31,0.01,12.7,35
11/02/11,48,27,38,0,0,4.7,13
11/03/11,58,28,43,0,0,12.3,29
11/04/11,64,33,49,0.27,0.01,14.1,31
11/05/11,36,29,33,0.24,3.2,8.1,18
11/06/11,44,28,36,0,0,6.7,17
11/07/11,44,29,37,0.01,0.01,7.3,20
11/08/11,42,27,35,0,0,3.1,12
11/09/11,45,24,35,0,0,4.6,15
11/10/11,50,25,38,0,0,3.8,9
11/11/11,50,25,38,0,0,4.8,21
11/12/11,51,33,42,0.18,0.6,14.4,31
11/13/11,51,34,43,0.11,0,5.8,15
11/14/11,57,37,47,0,0,7.7,17
11/15/11,48,32,40,0,0,4.6,13
11/16/11,47,27,37,0,0,2.9,9
11/17/11,55,32,44,0,0,12.7,24
11/18/11,52,32,42,0.3,1.1,16.5,31
11/19/11,37,26,32,0.06,0.6,2.4,25
11/20/11,39,24,32,0.01,0.01,3.8,16
11/21/11,46,33,40,0.13,0,4.5,10
11/22/11,54,34,44,0,0,10.3,21
11/23/11,62,38,50,0,0,10.3,24
11/24/11,60,41,51,0,0,10.4,22
11/25/11,52,28,40,0.01,0,9.4,36
11/26/11,43,23,33,0,0,2.2,8
11/27/11,49,24,37,0,0,3.9,10
11/28/11,46,24,35,0,0,3.2,14
11/29/11,53,26,40,0,0,2.2,18
11/30/11,45,26,36,0.02,0.01,7.3,22
12/01/11,43,27,35,0,0,10.8,28
12/02/11,41,21,31,0.01,0.01,5.4,15
12/03/11,38,22,30,0.01,0.01,8.3,20
12/04/11,31,21,26,0.01,0.01,4.5,14
12/05/11,29,15,22,0,0,4.5,14
12/06/11,33,15,24,0,0,5.7,13
12/07/11,36,16,26,0,0,3.9,9
12/08/11,37,19,28,0,0,1.8,8
12/09/11,40,20,30,0,0,3.3,10
12/10/11,41,20,31,0,0,3.5,10
12/11/11,39,19,29,0,0,2.3,8
12/12/11,44,18,31,0,0,2.1,10
12/13/11,32,25,29,0.02,0.01,2.9,9
12/14/11,35,23,29,0.01,0.01,2.6,7
12/15/11,30,24,27,0.01,0.01,4.1,12
12/16/11,31,19,25,0,0,3,10
12/17/11,33,18,26,0.01,0.01,3.6,10
12/18/11,32,23,28,0.01,0.01,4,14
12/19/11,28,24,26,0.01,0.01,4.1,12
12/20/11,33,21,27,0,0,3.5,9
12/21/11,36,22,29,0.01,0.1,6.5,23
12/22/11,35,19,27,0,0,8.9,22
12/23/11,36,15,26,0,0,3.2,9
12/24/11,35,15,25,0,0,3.4,5
12/25/11,41,17,29,0,0,3,12
12/26/11,41,15,28,0,0,2.5,13
12/27/11,39,17,28,0,0,4,14
12/28/11,45,23,34,0,0,3.3,10
12/29/11,56,32,44,0.01,0.001,4.9,15
12/30/11,61,40,51,0.01,0.001,14.3,48
12/31/11,43,21,32,0,0,3.8,10
01/01/12,44,20,32,0,0,2.4,9
01/02/12,47,24,36,0,0,3.7,10
01/03/12,48,23,36,0,0,3.5,10
01/04/12,50,22,36,0,0,4.6,12
01/05/12,45,23,34,0,0,3.3,9
01/06/12,35,17,26,0.26,3.9,7.2,20
01/07/12,34,14,24,0,0,3.8,10
01/08/12,36,20,28,0,0,4.2,9
01/09/12,37,18,28,0,0,3.8,12
01/10/12,35,20,28,0,0,5.5,13
01/11/12,33,15,24,0,0,2.9,9
01/12/12,38,17,28,0,0,3.2,13
01/13/12,42,16,29,0,0,3,13
01/14/12,53,21,37,0,0,19.8,38
01/15/12,46,17,32,0.04,0.5,10.2,31
01/16/12,34,13,24,0,0,8.8,22
01/17/12,45,27,36,0.21,0,11.4,24
01/18/12,53,39,46,0.03,0,7.1,18
01/19/12,53,37,45,0.01,0,7,18
01/20/12,53,33,43,0.87,1.1,14.9,38
01/21/12,40,26,33,0,0,7,24
01/22/12,42,32,37,0.26,1.4,7.1,21
01/23/12,42,28,35,0,0,5.2,12
01/24/12,46,32,39,0,0,8.5,14
01/25/12,47,32,40,0.12,0,7.9,17
01/26/12,39,24,32,0,0,8,20
01/27/12,40,20,30,0,0,6.1,13
01/28/12,45,23,34,0,0,4,13
01/29/12,47,23,35,0,0,4.6,15
01/30/12,46,22,34,0,0,4.3,13
01/31/12,46,27,37,0.01,0,7.4,18
02/01/12,43,29,36,0.06,0.5,9.6,21
02/02/12,46,25,36,0,0,6,21
02/03/12,45,22,34,0,0,3.8,15
02/04/12,43,22,33,0,0,3.2,12
02/05/12,42,23,33,0,0,4.4,14
02/06/12,48,23,36,0,0,6.5,16
02/07/12,43,33,38,0.02,0,4.7,14
02/08/12,45,33,39,0.01,0,2.7,8
02/09/12,56,37,47,0,0,6.7,13
02/10/12,57,34,46,0.01,0,8.3,24
02/11/12,42,33,38,0.39,0.3,8.1,16
02/12/12,48,33,41,0.01,0,5.1,10
02/13/12,46,33,40,0.01,0,5.5,14
02/14/12,44,33,39,0.07,0.2,5.2,18
02/15/12,43,28,36,0,0,5.5,12
02/16/12,45,25,35,0,0,5.3,12
02/17/12,47,26,37,0.07,0.4,9.4,20
02/18/12,35,27,31,0.2,2,9.5,20
02/19/12,37,22,30,0.01,0.01,10.3,21
02/20/12,47,33,40,0.02,0.01,8,15
02/21/12,59,41,50,0.01,0,8.6,39
02/22/12,48,28,38,0.01,0,10.3,38
02/23/12,48,24,36,0,0,6.1,17
02/24/12,53,28,41,0,0,19,43
02/25/12,39,24,32,0,0,5.7,20
02/26/12,45,29,37,0.02,0.01,6.7,15
02/27/12,41,29,35,0.02,0.1,8.1,22
02/28/12,49,27,38,0.25,3.8,18.9,40
02/29/12,37,25,31,0.16,1.8,8.2,26
03/01/12,34,22,28,0.01,0.01,8.2,25
03/02/12,41,28,35,0,0,9.9,16
03/03/12,55,34,45,0,0,7.3,14
03/04/12,65,32,49,0,0,12.2,26
03/05/12,59,26,43,0.1,1.7,21.4,35
03/06/12,42,23,33,0.01,0,12.5,26
03/07/12,47,25,36,0,0,5.6,17
03/08/12,52,26,39,0,0,4.7,12
03/09/12,58,29,44,0,0,4.8,10
03/10/12,65,34,50,0,0,10.6,26
03/11/12,67,41,54,0,0,14.1,28
03/12/12,67,52,60,0,0,16.7,30
03/13/12,64,46,55,0,0,12.9,26
03/14/12,70,45,58,0,0,9.1,21
03/15/12,67,55,61,0.01,0,15.5,30
03/16/12,67,51,59,0.01,0,21.2,37
03/17/12,52,33,43,0.25,0.01,15.9,28
03/18/12,44,31,38,0.03,0.4,8.9,20
03/19/12,48,27,38,0.01,0.1,6.2,14
03/20/12,62,42,52,0,0,9.7,17
03/21/12,71,43,57,0,0,12.1,20
03/22/12,72,55,64,0,0,15.1,31
03/23/12,72,50,61,0,0,10.4,24
03/24/12,73,50,62,0,0,11,22
03/25/12,58,41,50,0.01,0,13.7,39
03/26/12,63,38,51,0,0,9.2,23
03/27/12,67,45,56,0.04,0,14.5,24
03/28/12,61,37,49,0.01,0,5.8,21
03/29/12,72,43,58,0,0,8.4,21
03/30/12,80,55,68,0,0,22.8,38
03/31/12,66,36,51,0.05,0.01,15,30
04/01/12,53,26,40,0,0,11.5,22
04/02/12,60,34,47,0,0,5.7,15
04/03/12,74,41,58,0,0,11.4,24
04/04/12,52,34,43,0,0,8.8,25
04/05/12,47,31,39,0.11,1,13.1,30
04/06/12,60,28,44,0,0,6.1,16
04/07/12,71,35,53,0,0,5.5,14
04/08/12,77,43,60,0,0,6.7,15
04/09/12,81,49,65,0,0,10.2,21
04/10/12,79,45,62,0.23,0,13.6,32
04/11/12,52,37,45,0.57,0,9.2,22
04/12/12,57,37,47,0.01,0,10.6,25
04/13/12,55,39,47,0.09,0,7.5,24
04/14/12,58,40,49,0.01,0,8.7,21
04/15/12,62,40,51,0,0,4.8,13
04/16/12,61,45,53,0.4,0,9.6,21
04/17/12,58,46,52,0.01,0,7.1,28
04/18/12,64,41,53,0.03,0,4.1,13
04/19/12,71,44,58,0,0,5.8,13
04/20/12,80,49,65,0,0,6.7,14
04/21/12,86,51,69,0,0,5.8,12
04/22/12,88,57,73,0,0,8.3,25
04/23/12,86,61,74,0,0,9.2,22
04/24/12,77,58,68,0,0,11.6,25
04/25/12,79,41,60,0.79,0,15.2,40
04/26/12,53,39,46,0.01,0,12.3,24
04/27/12,54,33,44,0,0,5.1,16
04/28/12,61,42,52,0,0,6.3,15
04/29/12,75,44,60,0.01,0,11.4,28
04/30/12,68,50,59,0.24,0,8,26
05/01/12,67,51,59,0,0,8,21
05/02/12,75,50,63,0.01,0,10,25
05/03/12,69,49,59,0,0,9.7,26
05/04/12,58,42,50,0,0,10.6,32
05/05/12,60,38,49,0,0,8.6,18
05/06/12,70,38,54,0,0,12.5,30
05/07/12,74,43,59,0,0,6,16
05/08/12,80,46,63,0,0,7.1,14
05/09/12,71,51,61,0,0,11.8,28
05/10/12,69,43,56,0,0,6.9,16
05/11/12,72,41,57,0,0,5.8,15
05/12/12,76,44,60,0,0,6.5,17
05/13/12,84,48,66,0,0,6.6,15
05/14/12,90,59,75,0,0,10.7,21
05/15/12,85,63,74,0,0,7.1,24
05/16/12,83,56,70,0,0,10.9,35
05/17/12,64,48,56,0.31,0,6.7,32
05/18/12,71,45,58,0,0,5.6,16
05/19/12,84,48,66,0,0,6.8,16
05/20/12,94,54,74,0,0,9.8,21
05/21/12,85,64,75,0,0,10.8,29
05/22/12,65,50,58,0.01,0,11.4,29
05/23/12,67,46,57,0,0,5.1,15
05/24/12,71,56,64,0.01,0,10.7,20
05/25/12,62,49,56,0.16,0,10.2,26
05/26/12,63,45,54,0.01,0,10.6,24
05/27/12,72,44,58,0,0,7.3,14
05/28/12,82,50,66,0,0,8.1,17
05/29/12,80,53,67,0,0,5.7,17
05/30/12,81,55,68,0,0,5.5,16
05/31/12,88,57,73,0,0,6.2,13
06/01/12,95,64,80,0.01,0,7,23
06/02/12,92,62,77,0,0,6.3,16
06/03/12,98,69,84,0,0,14.7,26
06/04/12,80,45,63,0.01,0,14.9,39
06/05/12,63,41,52,0,0,6.6,18
06/06/12,76,45,61,0,0,5.3,15
06/07/12,90,58,74,0,0,11.3,31
06/08/12,71,44,58,0,0,12.8,32
06/09/12,68,43,56,0,0,6.2,17
06/10/12,78,48,63,0,0,7.1,14
06/11/12,86,54,70,0,0,6.2,16
06/12/12,87,61,74,0,0,7.7,17
06/13/12,85,57,71,0,0,5.6,14
06/14/12,87,61,74,0,0,10.8,29
06/15/12,87,56,72,0,0,5.4,14
06/16/12,97,60,79,0,0,7.4,16
06/17/12,98,64,81,0,0,10.4,29
06/18/12,78,56,67,0,0,11.6,20
06/19/12,76,52,64,0,0,6.7,20
06/20/12,93,54,74,0,0,6.7,14
06/21/12,98,71,85,0,0,17.6,29
06/22/12,101,73,87,0,0,17.6,30
06/23/12,100,76,88,0,0,15.7,31
06/24/12,99,73,86,0,0,14.4,30
06/25/12,92,62,77,0,0,15.9,30
06/26/12,89,56,73,0,0,6.9,17
06/27/12,101,66,84,0,0,10.6,23
06/28/12,98,72,85,0,0,8.9,22
06/29/12,99,63,81,0,0,8,17
06/30/12,100,71,86,0,0,11.7,25
07/01/12,96,66,81,0,0,8.3,16
07/02/12,100,72,86,0,0,13.9,30
07/03/12,94,66,80,0,0,6.3,18
07/04/12,84,66,75,0.29,0,7,20
07/05/12,87,63,75,0,0,5.5,14
07/06/12,93,66,80,0,0,6.4,20
07/07/12,97,70,84,0,0,7,17
07/08/12,100,68,84,0,0,7.7,14
07/09/12,102,67,85,0,0,8,24
07/10/12,103,77,90,0.01,0,10,28
07/11/12,103,76,90,0,0,8,16
07/12/12,93,69,81,0.01,0,10.4,36
07/13/12,83,69,76,0.02,0,9.4,21
07/14/12,84,67,76,0,0,11.1,26
07/15/12,90,63,77,0.28,0,12.7,39
07/16/12,92,65,79,0,0,11.7,21
07/17/12,96,68,82,0,0,10.2,22
07/18/12,95,65,80,0.01,0,7.5,22
07/19/12,95,70,83,0,0,7,17
07/20/12,99,72,86,0,0,8.8,28
07/21/12,95,71,83,0.11,0,9.4,38
07/22/12,91,71,81,0.01,0,8.9,18
07/23/12,88,71,80,0.01,0,8,17
07/24/12,93,68,81,0,0,7.3,15
07/25/12,100,69,85,0,0,7.9,16
07/26/12,97,72,85,0.02,0,11.9,25
07/27/12,98,75,87,0,0,15.8,33
07/28/12,98,76,87,0,0,12.7,22
07/29/12,99,72,86,0,0,12,31
07/30/12,96,73,85,0,0,10.6,20
07/31/12,96,75,86,0,0,9,21
08/01/12,95,71,83,0,0,7.5,16
08/02/12,93,65,79,0,0,6.8,18
08/03/12,94,64,79,0,0,5.1,14
